Name,Town,MIDAS Number,Latitude,Longitude,Elevation,Notes,Name Change
unnamed pond,Chase Stream Twp,7818,45.494432264,-69.9185202849,1065,midas #6088 was mapped as the same feature as midas #7818 on 15' USGS maps, 
unnamed pond,Waldoboro,7819,44.1436049631,-69.3901697052,195, , 
unnamed pond,Chase Stream Twp,7820,45.4854613761,-69.86491736230001,1025, , 
unnamed pond,Waldoboro,7821,44.1149486939,-69.3886405352,165, , 
unnamed pond,Chase Stream Twp,7822,45.4887491243,-69.8521442997,965, , 
unnamed pond,Waldoboro,7823,44.0545908222,-69.30216930669999,100, , 
unnamed pond,Waldoboro,7825,44.02950992,-69.3575066281,25, , 
unnamed pond,Waldoboro,7827,44.0455405019,-69.3086110711,85, , 
unnamed pond,Chase Stream Twp,7828,45.4921261999,-69.8524868288,980, , 
unnamed pond,Waldoboro,7829,44.0756952646,-69.29009446089999,135, , 
unnamed pond,Waldoboro,7831,44.1785098152,-69.3483280415,175, , 
unnamed pond,Chase Stream Twp,7832,45.49432879209999,-69.8543417038,995, , 
unnamed pond,Waldoboro,7833,44.1821546024,-69.394132259,110,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,Chase Stream Twp,7834,45.4950769982,-69.8653757931,1040, , 
unnamed pond,Waldoboro,7835,44.1292063873,-69.3611679622,190, , 
unnamed pond,Chase Stream Twp,7836,45.49755015470001,-69.86910130859999,1065, , 
unnamed pond,Waldoboro,7837,44.1323312535,-69.3679841421,205, , 
unnamed pond,Waldoboro,7839,44.0851669802,-69.309763882,135, , 
unnamed pond,Nobleboro,7841,44.0833999816,-69.48537206,135, , 
unnamed pond,Nobleboro,7843,44.0931462557,-69.48234698250001,55, , 
unnamed pond,Nobleboro,7845,44.1076279662,-69.47737125659999,65, , 
unnamed pond,Chase Stream Twp,7846,45.4981301855,-69.9863257982,1770, , 
unnamed pond,Nobleboro,7847,44.0672593198,-69.49265516760001,95, , 
unnamed pond,Monhegan Island Plt,7849,43.7668670695,-69.3168463408,55, , 
unnamed pond,Appleton Twp,7850,45.4884882386,-70.4028313123,2820, , 
unnamed pond,Damariscotta,7851,44.023500391,-69.4660517304,85, , 
unnamed pond,Big W Twp,7852,45.8607643427,-69.7528691495,1075,feature drawn from DOQ data, 
unnamed pond,Damariscotta,7853,44.0529950202,-69.4870559037,165, , 
unnamed pond,Big W Twp,7854,45.85899666110001,-69.7577675735,1090, , 
unnamed pond,Bremen,7855,44.0057725756,-69.46080553900001,105, , 
unnamed pond,Big W Twp,7856,45.8586075412,-69.76130103129999,1095,feature drawn from DOQ data, 
unnamed pond,Bremen,7857,43.9803047965,-69.44865948419999,75, , 
unnamed pond,Big W Twp,7858,45.85899870280001,-69.76285965389999,1100,feature drawn from DOQ data, 
unnamed pond,Bristol,7859,43.9331324577,-69.4559643285,85, , 
unnamed pond,Bristol,7861,43.8960829418,-69.4717330212,75, , 
unnamed pond,Seboomook Twp,7862,45.9095923499,-69.7157192988,1015, , 
unnamed pond,Bristol,7863,43.9054772047,-69.4982001515,75, , 
unnamed pond,Seboomook Twp,7864,45.89850704770001,-69.7901581587,1105, , 
unnamed pond,Bristol,7865,43.9282289952,-69.4818984902,145, , 
unnamed pond,Bristol,7867,43.909124704,-69.4628355815,65, , 
unnamed pond,Bristol,7869,43.961584705,-69.4618396062,90, , 
unnamed pond,Plymouth Twp,7870,45.8865963976,-69.8189724539,1245, , 
unnamed pond,Plymouth Twp,7872,45.8600089655,-69.88229850650001,1190, , 
unnamed pond,Boothbay,7873,43.8222366419,-69.6022315296,25, , 
unnamed pond,Plymouth Twp,7874,45.89955792149999,-69.8101086408,1145, , 
unnamed pond,Boothbay,7875,43.8891871448,-69.6366648217,39, , 
unnamed pond,Plymouth Twp,7876,45.8956702723,-69.8034550619,1150, , 
unnamed pond,Boothbay,7877,43.8825316109,-69.6805203685,25, , 
unnamed pond,Plymouth Twp,7878,45.89708000910001,-69.81594030239999,1150, , 
unnamed pond,Boothbay,7879,43.8597870663,-69.5882812995,5, , 
unnamed pond,Plymouth Twp,7880,45.8961853047,-69.8023190973,1145, , 
unnamed pond,Boothbay,7881,43.8237702149,-69.5990324932,35, , 
unnamed pond,Plymouth Twp,7882,45.90037394789999,-69.8024385289,1130, , 
unnamed pond,Boothbay,7883,43.9263359559,-69.63770522660001,20, , 
unnamed pond,Plymouth Twp,7884,45.8960115143,-69.8014681251,1140, , 
unnamed pond,Boothbay,7885,43.8701983656,-69.60014295169999,35, , 
unnamed pond,Plymouth Twp,7886,45.8743614007,-69.7998256569,1185,feature drawn from DOQ data, 
unnamed pond,Edgecomb,7887,43.9534708532,-69.6351755746,85, , 
unnamed pond,Plymouth Twp,7888,45.876603572,-69.8057227071,1219,feature drawn from DOQ data, 
unnamed pond,Westport Island,7889,43.8827899814,-69.70758081050001,25, , 
unnamed pond,Plymouth Twp,7890,45.87348430490001,-69.81800395160001,1260,feature drawn from DOQ data, 
unnamed pond,Plymouth Twp,7892,45.8737690842,-69.82086116710001,1265,feature drawn from DOQ data, 
unnamed pond,Boothbay,7893,43.8383615949,-69.59148219460001,65, , 
unnamed pond,Boothbay Harbor,7895,43.8690582787,-69.6116208665,25, , 
unnamed pond,Johnson Mountain Twp,7896,45.5107902407,-70.0240169898,1590, , 
unnamed pond,Johnson Mountain Twp,7898,45.5157884112,-70.019576989,1600, , 
unnamed pond,Dresden,7899,44.0679435298,-69.73704467180001,195, , 
unnamed pond,Johnson Mountain Twp,7900,45.4679268517,-69.9926668511,1530, , 
unnamed pond,Alna,7901,44.0742561567,-69.6168801388,45, , 
unnamed pond,Johnson Mountain Twp,7902,45.4977126603,-70.0238160303,1575,feature drawn from DOQ data, 
unnamed pond,Alna,7903,44.1227774976,-69.6655127774,175, , 
unnamed pond,Johnson Mountain Twp,7904,45.4742918563,-70.1048760404,2315,feature drawn from DOQ data, 
unnamed pond,Jefferson,7905,44.2083253812,-69.45158741429999,60,feature added from wetland data, 
unnamed pond,Johnson Mountain Twp,7906,45.4783993134,-70.10190690010001,2330, , 
unnamed pond,Somerville,7907,44.2622092886,-69.5028265934,275, , 
unnamed pond,Johnson Mountain Twp,7908,45.4803859702,-70.0213620769,1520,feature drawn from DOQ data, 
unnamed pond,Somerville,7909,44.2822752714,-69.4662461121,315, , 
unnamed pond,Johnson Mountain Twp,7910,45.4893680695,-70.0211063342,1550,feature added from wetland data, 
unnamed pond,Hibberts Gore,7911,44.3303888012,-69.4336675667,285, , 
unnamed pond,West Middlesex Canal Grant Twp,7912,45.8228505423,-69.8323090359,1170,feature drawn from DOQ data, 
unnamed pond,Warren,7913,44.1452092031,-69.288842596,85, , 
unnamed pond,Soldiertown Twp T2 R3 NBKP,7914,45.8469989963,-69.9233937516,1530,feature drawn from DOQ data, 
unnamed pond,Soldiertown Twp T2 R3 NBKP,7916,45.8493188464,-69.9205133385,1570, , 
unnamed pond,Soldiertown Twp T2 R3 NBKP,7918,45.84931975760001,-69.9292263848,1615, , 
unnamed pond,Warren,7919,44.1444284547,-69.2862636991,75, , 
unnamed pond,Soldiertown Twp T2 R3 NBKP,7920,45.8510476287,-69.92763928790001,1640,feature drawn from DOQ data, 
unnamed pond,West Middlesex Canal Grant Twp,7922,45.84985595410001,-69.85109477659999,1320, , 
unnamed pond,Warren,7923,44.0771935655,-69.2779184379,265, , 
unnamed pond,West Middlesex Canal Grant Twp,7924,45.85999404420001,-69.7987416454,1275,feature drawn from DOQ data, 
unnamed pond,West Middlesex Canal Grant Twp,7926,45.8590445915,-69.7963719851,1290,feature drawn from DOQ data, 
unnamed pond,Warren,7927,44.0928007389,-69.24009636700001,125, , 
unnamed pond,Warren,7929,44.0698259531,-69.2204732964,25, , 
unnamed pond,West Middlesex Canal Grant Twp,7930,45.80183158669999,-69.8252143643,1045, , 
unnamed pond,Warren,7931,44.1362762258,-69.2004599009,245, , 
unnamed pond,West Middlesex Canal Grant Twp,7932,45.8032158223,-69.8287318239,1045, , 
unnamed pond,Warren,7933,44.1428646903,-69.2631969195,115, , 
unnamed pond,West Middlesex Canal Grant Twp,7934,45.7973834917,-69.82062617379999,1045, , 
unnamed pond,Warren,7935,44.1016384378,-69.300921295,125, , 
unnamed pond,West Middlesex Canal Grant Twp,7938,45.8274354072,-69.84561584940001,1190, , 
unnamed pond,West Middlesex Canal Grant Twp,7940,45.84058484380001,-69.85250017270001,1305, , 
unnamed pond,Vinalhaven,7941,44.0322833932,-68.886436508,15, , 
unnamed pond,Vinalhaven,7943,44.0609001453,-68.83804684570001,65,changed midas from #7945 to #7943 on 9/11/02 by SDH, 
unnamed pond,Seboeis Plt,7944,45.4192537654,-68.7213029095,325, , 
unnamed pond,Seboeis Plt,7946,45.41571242730001,-68.71974479079999,315, , 
unnamed pond,Vinalhaven,7947,44.043624821,-68.82253576399999,35, , 
unnamed pond,Seboeis Plt,7948,45.38004409400001,-68.7819705412,325, , 
unnamed pond,Seboeis Plt,7950,45.4205981891,-68.82298529240001,495, , 
unnamed pond,Vinalhaven,7951,44.0933452411,-68.8549367756,5, , 
unnamed pond,Seboeis Plt,7952,45.4110800042,-68.8138068123,460, , 
unnamed pond,Vinalhaven,7953,44.0712165783,-68.8366814516,17,feature added from wetland data, 
unnamed pond,Seboeis Plt,7954,45.41328692670001,-68.8016047839,410, , 
unnamed pond,Union,7955,44.2047778925,-69.28125558799999,35, , 
unnamed pond,Seboeis Plt,7956,45.4203657522,-68.8101487734,415, , 
unnamed pond,Union,7957,44.1973925626,-69.2629850884,80, , 
unnamed pond,Seboeis Plt,7958,45.4088499069,-68.7976426395,405, , 
unnamed pond,Union,7959,44.2147892773,-69.2235306223,260,this feature was connected to Lermond Pond (#4800) on the 1:24K USGS map - separated by SDH, 
unnamed pond,Seboeis Plt,7960,45.40659357559999,-68.7945150172,405, , 
unnamed pond,Union,7961,44.2234132071,-69.2416101046,210, , 
unnamed pond,Cedar Lake Twp,7962,45.442900662,-68.7908425454,450, , 
unnamed pond,Union,7963,44.2074418918,-69.2264659319,210, , 
unnamed pond,Union,7965,44.2070150622,-69.2338053015,190, , 
unnamed pond,Cedar Lake Twp,7966,45.51379794040001,-68.84446105169999,525, , 
unnamed pond,Washington,7967,44.2753867807,-69.3712678607,310, , 
unnamed pond,Cedar Lake Twp,7968,45.5262249779,-68.77971641809999,485, , 
unnamed pond,Washington,7969,44.2765726214,-69.37229287770001,320, , 
unnamed pond,Long A Twp,7970,45.5483163648,-68.88124881420001,550, , 
unnamed pond,Washington,7971,44.2415540255,-69.4390263615,230, , 
unnamed pond,Long A Twp,7972,45.54973693889999,-68.89455975760001,600, , 
unnamed pond,Washington,7973,44.2979689325,-69.36142163860001,375, , 
unnamed pond,Long A Twp,7974,45.5438256184,-68.8392498331,540, , 
unnamed pond,Saint George,7975,43.9836715235,-69.1779067193,10, , 
unnamed pond,Long A Twp,7976,45.5529593349,-68.8362944342,555, , 
unnamed pond,Thomaston,7977,44.0883187388,-69.16767862979999,25, , 
unnamed pond,Thomaston,7979,44.0943625049,-69.1475321511,95, , 
unnamed pond,TA R11 WELS,7980,45.6659055108,-69.16516703169999,1370, , 
unnamed pond,Thomaston,7981,44.0996333651,-69.14938783149999,85, , 
unnamed pond,T3 R10 WELS,7982,45.93306962640001,-68.99009442160001,2851, , 
unnamed pond,Thomaston,7983,44.0974307027,-69.1515642099,95, , 
unnamed pond,T3 R10 WELS,7984,45.9341176289,-68.98527972380001,2848, , 
unnamed pond,T4 R11 WELS,7986,45.9648942536,-69.112388917,1370, , 
unnamed pond,Thomaston,7987,44.1018050891,-69.1390276883,54, , 
unnamed pond,T5 R15 WELS,7988,46.0947177426,-69.70139466089999,1355, , 
unnamed pond,T5 R15 WELS,7990,46.0918758894,-69.7019726204,1350, , 
unnamed pond,Saint George,7991,43.9873374978,-69.2010955272,35, , 
unnamed pond,Saint George,7993,43.9875259561,-69.20513081030001,35, , 
unnamed pond,T7 R15 WELS,7994,46.22134893,-69.6936055247,1175, , 
unnamed pond,Saint George,7995,43.9773800256,-69.1986730715,45, , 
unnamed pond,T7 R15 WELS,7996,46.2515208426,-69.6073761291,1075, , 
unnamed pond,Saint George,7997,43.9434741796,-69.23030580139999,5,missing 24k lake/pond data - this feature is in the coast (salt water) layer, 
unnamed pond,T7 R15 WELS,7998,46.2596071887,-69.613247508,1075, , 
unnamed pond,Rockport,7999,44.1987181139,-69.106033807,90, , 
unnamed pond,T7 R15 WELS,8000,46.28888448799999,-69.6540669229,1285, , 
unnamed pond,Rockport,8001,44.1992151818,-69.1072675846,90, , 
unnamed pond,T7 R15 WELS,8002,46.2850011558,-69.6645516235,1285, , 
unnamed pond,Rockport,8003,44.1810579428,-69.1587522002,190, , 
unnamed pond,T7 R15 WELS,8004,46.2976409056,-69.6720658877,1385, , 
unnamed pond,Rockport,8005,44.1997150634,-69.1079395849,90, , 
unnamed pond,Rockland,8007,44.104412153,-69.1375081497,65, , 
unnamed pond,T7 R15 WELS,8008,46.302800485,-69.6836890782,1485, , 
unnamed pond,Rockland,8009,44.1049517767,-69.1391676141,85, , 
unnamed pond,T7 R15 WELS,8010,46.30352499479999,-69.6857244983,1495, , 
unnamed pond,Rockland,8011,44.1112781275,-69.13492294229999,85, , 
unnamed pond,T7 R15 WELS,8012,46.3040938263,-69.68731041780001,1500, , 
unnamed pond,Rockland,8013,44.1111377141,-69.13318664000001,95, , 
unnamed pond,Rockland,8015,44.1074704522,-69.1372209698,95, , 
unnamed pond,T7 R15 WELS,8016,46.282855657,-69.7172512571,1605, , 
unnamed pond,Rockland,8017,44.1070595768,-69.136646168,75, , 
unnamed pond,T7 R15 WELS,8018,46.2886753413,-69.7239697089,1620, , 
unnamed pond,Rockland,8019,44.1179289995,-69.1415961706,245, , 
unnamed pond,Rockland,8021,44.1180528009,-69.1428673323,265, , 
unnamed pond,TB R10 WELS,8022,45.5478663095,-68.9774928479,545,feature drawn from DOQ data, 
unnamed pond,Rockland,8023,44.127570395,-69.1146941926,195, , 
unnamed pond,TB R10 WELS,8024,45.5722352126,-68.99923739570001,920,feature added from wetland data, 
unnamed pond,Rockland,8025,44.1287498491,-69.151193979,175,The Bog Pond, 
unnamed pond,TA R10 WELS,8026,45.6258134033,-68.98339555850001,550, , 
unnamed pond,Owls Head,8027,44.0776585245,-69.07188239449999,115, , 
unnamed pond,TA R10 WELS,8028,45.6231524832,-68.98078788070001,545, , 
unnamed pond,Owls Head,8029,44.0735993139,-69.0585481028,25, , 
unnamed pond,TA R10 WELS,8032,45.5999186627,-69.0129720728,750, , 
unnamed pond,TA R10 WELS,8034,45.59020931630001,-69.0321517929,945,feature drawn from DOQ data, 
unnamed pond,Hope,8035,44.2667943708,-69.2253096348,675, , 
unnamed pond,TA R10 WELS,8036,45.5882189327,-69.0341987847,950,feature drawn from DOQ data, 
unnamed pond,Hope,8037,44.2133503851,-69.1945715646,340, , 
unnamed pond,T1 R9 WELS,8038,45.72844526670001,-68.8574101813,515, , 
unnamed pond,Friendship,8039,44.0157031567,-69.2914839139,85, , 
unnamed pond,T1 R9 WELS,8040,45.7347222781,-68.8492114235,505, , 
unnamed pond,Cushing,8041,44.0220649993,-69.26385633930001,75, , 
unnamed pond,T1 R9 WELS,8042,45.7464223564,-68.9072482972,525, , 
unnamed pond,Cushing,8043,44.0022697287,-69.2514805444,45, , 
unnamed pond,T1 R9 WELS,8044,45.7538408155,-68.86971251520001,530, , 
unnamed pond,Cushing,8045,44.0223596558,-69.219727253,65, , 
unnamed pond,T1 R9 WELS,8046,45.75325805159999,-68.9091218911,535,feature drawn from DOQ data, 
unnamed pond,Liberty,8047,44.322233897,-69.35968592970001,295, , 
unnamed pond,T1 R9 WELS,8048,45.7567232483,-68.9127682987,535, , 
unnamed pond,Appleton,8049,44.2995588438,-69.280093951,255,feature added from wetland data, 
unnamed pond,Appleton,8051,44.3260421283,-69.29062487589999,315, , 
unnamed pond,Appleton,8053,44.2889036626,-69.21988371259999,195, , 
unnamed pond,Appleton,8055,44.296568823,-69.2326067612,115, , 
unnamed pond,T1 R10 WELS,8056,45.75218567819999,-68.9760387867,535, , 
unnamed pond,Appleton,8057,44.3012280162,-69.22700608069999,115, , 
unnamed pond,T1 R10 WELS,8058,45.7539502038,-68.9813633349,580, , 
unnamed pond,Appleton,8059,44.305316266,-69.2227917835,115, , 
unnamed pond,T1 R10 WELS,8060,45.6867213038,-69.05661842310001,1295, , 
unnamed pond,Winthrop,8061,44.2837280972,-70.0261790691,305, , 
unnamed pond,T1 R10 WELS,8062,45.700973025,-69.0632732413,1338, , 
unnamed pond,Winthrop,8063,44.2984372137,-69.94682775050001,175,feature drawn from DOQ data, 
unnamed pond,T1 R10 WELS,8064,45.7416454102,-69.0648654564,790, , 
unnamed pond,Windsor,8067,44.3177537096,-69.5634571188,175,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,T1 R11 WELS,8068,45.7115482189,-69.1119260591,895, , 
unnamed pond,Windsor,8069,44.2938982524,-69.5667803007,155,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,T1 R11 WELS,8070,45.7101396594,-69.1287511319,920, , 
unnamed pond,Windsor,8071,44.2981814736,-69.58235428560001,265, , 
unnamed pond,T1 R11 WELS,8072,45.71089838,-69.1193891038,905, , 
unnamed pond,West Gardiner,8073,44.2506677091,-69.8945520329,142,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,T1 R11 WELS,8076,45.6957597617,-69.0978203765,1170, , 
unnamed pond,Litchfield,8077,44.2100678325,-69.9129090086,135,Cobbosseecontee Stream - no 24k pond - river / stream segment on 7.5' USGS map, 
unnamed pond,T1 R11 WELS,8078,45.6921162757,-69.095576776,1125, , 
unnamed pond,Waterville,8081,44.5463021535,-69.6398484227,75,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,T1 R11 WELS,8082,45.70615815549999,-69.1719076827,1015, , 
unnamed pond,T1 R11 WELS,8084,45.71820645690001,-69.1156461763,970,feature drawn from DOQ data, 
unnamed pond,T1 R12 WELS,8086,45.6881039036,-69.2920820545,1330, , 
unnamed pond,Vienna,8089,44.5732739531,-69.9480289724,865, , 
unnamed pond,Vienna,8091,44.5357036723,-69.9841133155,390, , 
unnamed pond,T1 R12 WELS,8092,45.7095760889,-69.2472955532,1170,feature drawn from DOQ data, 
unnamed pond,Vienna,8093,44.5345178086,-70.0113487732,510, , 
unnamed pond,T1 R12 WELS,8094,45.72334698180001,-69.2413845798,1105, , 
unnamed pond,Vienna,8095,44.5715562652,-69.95043856780001,865,feature drawn from DOQ data, 
unnamed pond,T1 R12 WELS,8096,45.7282388017,-69.23710158759999,1090, , 
unnamed pond,Vassalboro,8097,44.44257281,-69.66920050570001,195, , 
unnamed pond,Baring Plt,0081,45.1205950242,-67.2885961855,185, , 
unnamed pond,T1 R12 WELS,8100,45.73398013980001,-69.2249467157,1070, , 
unnamed pond,Rome,8101,44.6039146719,-69.87187237480001,304, , 
unnamed pond,Rome,8103,44.6027120661,-69.9033214638,395, , 
unnamed pond,T1 R12 WELS,8106,45.6858010383,-69.2251546256,1270, , 
unnamed pond,Readfield,8107,44.3891504314,-69.9732054151,225, , 
unnamed pond,T1 R12 WELS,8108,45.7590889833,-69.20704350459999,930, , 
unnamed pond,T1 R13 WELS,8110,45.7136083987,-69.3750752781,1395, , 
unnamed pond,T1 R13 WELS,8112,45.7220929869,-69.32906890850001,1325, , 
unnamed pond,T1 R13 WELS,8118,45.7573862494,-69.4240961924,1480, , 
unnamed pond,Mount Vernon,8119,44.4777977856,-69.9202250364,239, , 
unnamed pond,T2 R9 WELS,8120,45.77250085199999,-68.936906206,520, , 
unnamed pond,Mount Vernon,8121,44.5135011909,-69.9920138322,335, , 
unnamed pond,T2 R9 WELS,8122,45.76385948019999,-68.8916311096,495, , 
unnamed pond,Mount Vernon,8123,44.4493936871,-69.9149718738,238, , 
unnamed pond,T2 R9 WELS,8124,45.77598535530001,-68.88000996540001,510, , 
unnamed pond,Mount Vernon,8125,44.408590368,-69.9158698681,275, , 
unnamed pond,T2 R9 WELS,8126,45.7785557342,-68.8824402745,515, , 
unnamed pond,Mount Vernon,8127,44.5176381243,-69.98550507890001,355, , 
unnamed pond,T2 R9 WELS,8128,45.8386059638,-68.93763979870001,595, , 
unnamed pond,Mount Vernon,8129,44.4407493042,-69.9896881913,290, , 
unnamed pond,T2 R9 WELS,8130,45.8421337533,-68.92894138840001,615, , 
unnamed pond,Mount Vernon,8131,44.5039635036,-69.9305455734,239, , 
unnamed pond,T2 R9 WELS,8132,45.8429295564,-68.9255309056,630, , 
unnamed pond,T2 R9 WELS,8134,45.8388030076,-68.876156772,655, , 
unnamed pond,T2 R9 WELS,8136,45.840923292,-68.8666370064,656, , 
unnamed pond,Monmouth,8137,44.1970065069,-70.0358140868,365, , 
unnamed pond,T2 R9 WELS,8138,45.83004402749999,-68.8476571428,560, , 
unnamed pond,Monmouth,8139,44.1940305599,-69.9991830793,180, , 
unnamed pond,T2 R9 WELS,8140,45.82376057539999,-68.8413843054,555, , 
unnamed pond,Monmouth,8141,44.2760084222,-70.025504136,240, , 
unnamed pond,T2 R9 WELS,8142,45.8216660299,-68.83999214089999,555, , 
unnamed pond,Monmouth,8145,44.2266300554,-70.0060937733,195, , 
unnamed pond,T2 R9 WELS,8146,45.8338601119,-68.8475229127,581, , 
unnamed pond,Litchfield,8149,44.215015405,-69.93239947310001,160, , 
unnamed pond,T2 R9 WELS,8152,45.8207587585,-68.8556428042,635, , 
unnamed pond,Litchfield,8153,44.2197770536,-69.9432333723,185, , 
unnamed pond,T2 R9 WELS,8154,45.8168511205,-68.8941651392,610, , 
unnamed pond,Litchfield,8155,44.1829466239,-69.9236876184,295, , 
unnamed pond,T2 R9 WELS,8156,45.809830375,-68.9060101473,610, , 
unnamed pond,Hallowell,8157,44.297344796,-69.81802368149999,300, , 
unnamed pond,T2 R9 WELS,8158,45.8079259499,-68.9267938725,555, , 
unnamed pond,Hallowell,8159,44.3014410092,-69.82412229009999,330, , 
unnamed pond,T2 R9 WELS,8160,45.81974394689999,-68.9397553626,675, , 
unnamed pond,T2 R9 WELS,8162,45.80944642860001,-68.9207752567,545, , 
unnamed pond,T2 R9 WELS,8164,45.8085284694,-68.8883746816,575, , 
unnamed pond,Gardiner,8165,44.2273968113,-69.7819004525,45,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,T2 R9 WELS,8166,45.8058629295,-68.89712747340001,545, , 
unnamed pond,Fayette,8167,44.4580413806,-70.1135049967,375, , 
unnamed pond,T2 R9 WELS,8168,45.8002802288,-68.87002986810001,610, , 
unnamed pond,Fayette,8169,44.4580532652,-70.1127881453,375, , 
unnamed pond,T2 R9 WELS,8170,45.80126750300001,-68.877516607,595, , 
unnamed pond,Fayette,8171,44.4624051518,-70.1118645199,375, , 
unnamed pond,T2 R9 WELS,8172,45.77915411,-68.8440232068,535, , 
unnamed pond,Fayette,8173,44.4399577778,-70.06255799740001,450, , 
unnamed pond,T2 R9 WELS,8174,45.78315129939999,-68.8745911505,595, , 
unnamed pond,T2 R9 WELS,8176,45.7817080812,-68.8451580716,555, , 
unnamed pond,Fayette,8177,44.4602787756,-70.11221404219999,375, , 
unnamed pond,T2 R9 WELS,8178,45.7846313594,-68.8458910351,525, , 
unnamed pond,T2 R9 WELS,8180,45.7873040662,-68.85884625590001,539, , 
unnamed pond,T2 R10 WELS,8182,45.7741595458,-69.04623897730001,570, , 
unnamed pond,T2 R10 WELS,8184,45.7739805283,-69.0286733649,570, , 
unnamed pond,Clinton,8185,44.6465622344,-69.4653138433,135, , 
unnamed pond,T2 R10 WELS,8186,45.7606128832,-69.0537811689,680, , 
unnamed pond,Clinton,8187,44.6970860363,-69.5279204966,180, , 
unnamed pond,T2 R10 WELS,8188,45.80847242370001,-69.028783996,945, , 
unnamed pond,China,8189,44.370100018,-69.4943455188,335, , 
unnamed pond,T2 R10 WELS,8190,45.8063382824,-69.03556804909999,1055, , 
unnamed pond,China,8191,44.4692149207,-69.4810954857,350, , 
unnamed pond,T2 R10 WELS,8192,45.81236680060001,-68.989465588,620, , 
unnamed pond,China,8193,44.4790660357,-69.4878405613,250, , 
unnamed pond,T2 R10 WELS,8194,45.8238038331,-69.016331741,800, , 
unnamed pond,China,8195,44.4608768566,-69.46117293170001,330, , 
unnamed pond,T2 R10 WELS,8196,45.8197556761,-69.0207386541,705, , 
unnamed pond,China,8197,44.4208654585,-69.48885189000001,350, , 
unnamed pond,Rainbow Twp,8198,45.8387201789,-69.0912413244,1230, , 
unnamed pond,China,8199,44.4159844805,-69.5006341516,335, , 
unnamed pond,Rainbow Twp,8200,45.8426315615,-69.1006404293,1435, , 
unnamed pond,China,8201,44.4336070754,-69.5011982326,318, , 
unnamed pond,Rainbow Twp,8202,45.8461753972,-69.1600780895,1045, , 
unnamed pond,Rainbow Twp,8204,45.78474786520001,-69.1442781075,1065,feature drawn from DOQ data, 
unnamed pond,Belgrade,8207,44.479956829,-69.84033715619999,255, , 
unnamed pond,Rainbow Twp,8210,45.7846453799,-69.1285339181,1110,feature drawn from DOQ data, 
unnamed pond,Rainbow Twp,8212,45.7760330895,-69.1007250541,1096,feature added from wetland data, 
unnamed pond,Rainbow Twp,8214,45.780607593,-69.0930764396,1170, , 
unnamed pond,Rainbow Twp,8216,45.7855560643,-69.1333025722,1097,feature drawn from DOQ data, 
unnamed pond,Augusta,8217,44.3636887051,-69.68072524199999,209, , 
unnamed pond,Rainbow Twp,8218,45.7614404412,-69.1161316757,965, , 
unnamed pond,Augusta,8219,44.3570925361,-69.68918457389999,205, , 
unnamed pond,Augusta,8221,44.323073655,-69.6989409009,250, , 
unnamed pond,Rainbow Twp,8222,45.8119270927,-69.14406813239999,1136, , 
unnamed pond,Augusta,8223,44.290640566,-69.6525226094,190, , 
unnamed pond,T2 R12 WELS,8224,45.8003779922,-69.2715864811,1035, , 
unnamed pond,T2 R12 WELS,8226,45.771745437,-69.2061039319,988, , 
unnamed pond,T2 R12 WELS,8228,45.78442511420001,-69.288795451,1226, , 
unnamed pond,T2 R13 WELS,8230,45.7844160322,-69.3692965604,1165, , 
unnamed pond,Augusta,8231,44.3229806666,-69.7769440279,25,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,Albion,8233,44.530782956,-69.47560925000001,380, , 
unnamed pond,Albion,8235,44.5358988649,-69.44899126200001,175, , 
unnamed pond,Albion,8237,44.4828380244,-69.46790923099999,385, , 
unnamed pond,T40 MD BPP,8239,45.0573496885,-68.22319679170001,345, , 
unnamed pond,Mount Katahdin Twp,8240,45.9303398163,-68.8759658277,1690, , 
unnamed pond,T40 MD BPP,8241,45.0657843554,-68.2267973917,360, , 
unnamed pond,T40 MD BPP,8243,45.0957664212,-68.246480506,355, , 
unnamed pond,T40 MD BPP,8245,45.0187002236,-68.19720496079999,385, , 
unnamed pond,T40 MD BPP,8247,45.01834883390001,-68.2015829761,382, , 
unnamed pond,T40 MD BPP,8249,45.0194803348,-68.1908423643,385,feature drawn from DOQ data, 
unnamed pond,T3 R10 WELS,8250,45.8696944451,-68.99126604120001,1020, , 
unnamed pond,T41 MD BPP,8251,45.04984308859999,-68.0083683956,370,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,T3 R10 WELS,8252,45.9087030411,-69.0575579818,1095, , 
unnamed pond,T35 MD BPP,8253,45.00243550100001,-68.10302220289999,385, , 
unnamed pond,T3 R10 WELS,8254,45.9086527866,-69.0646863309,1110, , 
unnamed pond,T3 R10 WELS,8256,45.9097616652,-69.0672658238,1115, , 
unnamed pond,T35 MD BPP,8257,44.980719214,-68.10170166010001,385, , 
unnamed pond,T3 R10 WELS,8258,45.9108632605,-69.0703649332,1120, , 
